,PCS_OFF_ID,tip_id,matched_tip_id
1052,1360345.0,,562
1053,1717810.0,,564
1054,1584788.0,,574
1055,1541197.0,,574
1056,931873.0,,574
1057,1553298.0,,574
1058,1495913.0,,576
1059,1805857.0,,576
1060,1805295.0,,576
1061,1075015.0,,576
1062,1119162.0,,577
1063,1737857.0,,577
1064,1602547.0,,577
1065,1082969.0,,577
1066,442675.0,,578
1067,528137.0,,578
1068,205460.0,,578
1069,862402.0,,579
1070,788905.0,,579
1071,937138.0,,579
1072,1615494.0,,580
1073,1910481.0,,580
1074,1130652.0,,580
1075,1475171.0,,580
1076,166806.0,,581
1077,910108.0,,581
1078,79004.0,,581
1079,136156.0,,581
1080,1706723.0,,583
1081,721786.0,,583
1082,761770.0,,583
1083,230501.0,,583
1084,1203655.0,,588
1085,453473.0,,588
1086,1817493.0,,588
1087,1023409.0,,588
1088,228690.0,,590
1089,849088.0,,590
1090,179583.0,,590
1091,869666.0,,590
1092,1383032.0,,593
1093,1027039.0,,593
1094,848710.0,,593
1095,1142029.0,,593
1096,,2116.0,594
1097,738729.0,,594
1098,715921.0,,594
1099,,1678.0,594
1100,717810.0,,595
1101,1799031.0,,595
1102,433170.0,,595
1103,1287744.0,,595
1104,462564.0,,597
1105,1713095.0,,597
1106,811887.0,,597
1107,703745.0,,597
1108,106355.0,,598
1109,849824.0,,598
1110,115605.0,,598
1111,107338.0,,598
1112,1890204.0,,599
1113,1150054.0,,600
1114,1035940.0,,600
1115,1451872.0,,605
1116,1897107.0,,605
1117,849985.0,,605
1118,1181320.0,,605
1119,1127029.0,,607
1120,1693112.0,,607
1121,456638.0,,607
1122,1495477.0,,607
1123,1777462.0,,608
1124,392379.0,,608
1125,353566.0,,608
1126,308507.0,,608
1127,1092082.0,,610
1128,1786880.0,,610
1129,1473050.0,,610
1130,1618864.0,,612
1131,1791556.0,,612
1132,1862720.0,,612
1133,1409048.0,,612
1134,1575517.0,,614
1135,934891.0,,614
1136,913077.0,,614
1137,724292.0,,614
1138,1438462.0,,617
1139,1373030.0,,617
